rk,pos,name,age,g,pa,ab,r,h,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,ops_plus,tb,gdp,hbp,sh,sf,ibb,season,bats
4,SS,Royce Clayton,25,138,557,509,56,124,29,3,5,58,24,9,38,109,0.244,0.298,0.342,0.64,73.0,174,7,3,4,3,1,1995,Right
5,3B,Matt Williams,29,76,318,283,53,95,17,1,23,65,2,0,30,58,0.336,0.399,0.647,1.046,177.0,183,8,2,0,3,8,1995,Right
6,LF,Barry Bonds,30,144,635,506,109,149,30,7,33,104,31,10,120,83,0.294,0.431,0.577,1.009,170.0,292,12,5,0,4,22,1995,Left
7,CF,Darren Lewis,27,74,340,309,47,78,10,3,1,16,21,7,17,37,0.252,0.303,0.314,0.617,67.0,97,6,6,7,1,0,1995,Right
8,RF,Glenallen Hill,30,132,539,497,71,131,29,4,24,86,25,5,39,98,0.264,0.317,0.483,0.8,112.0,240,11,1,0,2,4,1995,Right
9,3B,Steve Scarsone,29,80,261,233,33,62,10,3,11,29,3,2,18,82,0.266,0.333,0.476,0.81,116.0,111,2,6,3,1,0,1995,Right
10,1B,J.R. Phillips,25,92,252,231,27,45,9,0,9,28,1,1,19,69,0.195,0.256,0.351,0.607,62.0,81,3,0,2,0,2,1995,Left
11,2B,John Patterson,28,95,237,205,27,42,5,3,1,14,4,2,14,41,0.205,0.294,0.273,0.568,55.0,56,7,12,6,0,1,1995,Both
12,CF,Deion Sanders,27,52,235,214,29,61,9,5,5,18,8,6,18,42,0.285,0.346,0.444,0.79,112.0,95,1,2,1,0,0,1995,Left
13,3B,Mike Benjamin,29,68,202,186,19,41,6,0,3,12,11,1,8,51,0.22,0.256,0.301,0.557,50.0,56,3,1,7,0,3,1995,Right
14,C,Jeff Reed,32,66,134,113,12,30,2,0,0,9,0,0,20,17,0.265,0.376,0.283,0.659,82.0,32,3,0,1,0,3,1995,Left
15,CF,Rikkert Faneyte,26,46,98,86,7,17,4,1,0,4,1,0,11,27,0.198,0.289,0.267,0.556,52.0,23,2,0,1,0,0,1995,Right
16,UT,Tom Lampkin,31,65,86,76,8,21,2,0,1,9,2,0,9,8,0.276,0.36,0.342,0.703,91.0,26,1,1,0,0,1,1995,Left
17,CF,Marvin Benard,24,13,35,34,5,13,2,0,1,4,1,0,1,7,0.382,0.4,0.529,0.929,149.0,18,1,0,0,0,0,1995,Left
18,OF,Mark Leonard,30,14,26,21,4,4,1,0,1,4,0,0,5,2,0.19,0.346,0.381,0.727,96.0,8,0,0,0,0,1,1995,Left
19,UT,Dave McCarty,25,12,22,20,1,5,1,0,0,2,1,0,2,4,0.25,0.318,0.3,0.618,68.0,6,0,0,0,0,0,1995,Right
20,SS,Rich Aurilia,23,9,22,19,4,9,3,0,2,4,1,0,1,2,0.474,0.476,0.947,1.424,273.0,18,1,0,1,1,0,1995,Right
21,1B,Todd Benzinger,32,9,13,10,2,2,0,0,1,2,0,0,2,3,0.2,0.308,0.5,0.808,114.0,5,0,0,0,1,1,1995,Both
22,P,Mark Leiter,32,30,74,61,2,6,0,0,0,5,0,0,4,33,0.098,0.154,0.098,0.252,-30.0,6,2,0,9,0,0,1995,Right
23,P,Terry Mulholland,32,30,54,49,3,5,1,1,1,3,0,0,1,22,0.102,0.118,0.224,0.342,-10.0,11,1,0,3,1,0,1995,Right
24,P,William VanLandingham,24,18,47,46,1,7,2,0,1,3,0,0,0,24,0.152,0.152,0.261,0.413,9.0,12,1,0,1,0,0,1995,Right
25,P,Mark Portugal,32,17,38,29,1,3,2,0,0,1,0,0,2,6,0.103,0.161,0.172,0.334,-10.0,5,1,0,7,0,0,1995,Right
26,P,Trevor Wilson,29,19,33,30,1,7,1,0,0,3,0,0,0,8,0.233,0.233,0.267,0.5,35.0,8,0,0,3,0,0,1995,Left
27,P,Jamie Brewington,23,14,27,23,3,5,0,0,0,1,0,0,0,7,0.217,0.217,0.217,0.435,18.0,5,0,0,4,0,0,1995,Right
28,P,Sergio Valdez,30,13,24,21,1,2,0,0,0,1,0,0,0,9,0.095,0.095,0.095,0.19,-48.0,2,0,0,3,0,0,1995,Right
29,P,José Bautista,30,52,20,18,0,0,0,0,0,0,0,0,1,9,0.0,0.053,0.0,0.053,-84.0,0,0,0,1,0,0,1995,Right
30,P,Joe Rosselli,23,9,11,10,1,2,0,0,0,1,0,0,0,3,0.2,0.2,0.2,0.4,9.0,2,0,0,1,0,0,1995,Right
31,P,Shawn Estes,22,3,5,5,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,1,0,0,0,0,1995,Right
32,P,Rod Beck,26,60,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,81.0,1,0,0,0,0,0,1995,Right
33,P,Chris Hook,26,45,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Right
34,P,Steve Mintz,26,14,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Left
35,P,Scott Service,28,28,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Right
36,P,Kenny Greer,28,8,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Right
37,P,Pat Gomez,27,18,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Left
38,P,Shawn Barton,32,52,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1995,Right
39,P,Luis Aquino,31,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Right
40,P,Mark Dewey,30,27,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Right
41,P,Carlos Valdez,23,11,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Right
42,P,Salomón Torres,23,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1995,Right
43,P,Steve Frey,31,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1995,Right
44,P,John Roper,23,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1995,Right
45,P,Enrique Burgos,29,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1995,Left
46,P,Dave Burba,28,37,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1995,Right
1,C,Tom Lampkin,32,66,204,177,26,41,8,0,6,29,1,5,20,22,0.232,0.324,0.379,0.702,89.0,67,2,5,0,2,2,1996,Left
2,1B,Mark Carreon,32,81,319,292,40,76,22,3,9,51,2,3,22,33,0.26,0.317,0.449,0.765,104.0,131,6,3,0,2,2,1996,Right
3,2B,Steve Scarsone,30,105,319,283,28,62,12,1,5,23,2,3,25,91,0.219,0.286,0.322,0.608,64.0,91,6,2,8,1,0,1996,Right
4,SS,Rich Aurilia,24,105,352,318,27,76,7,1,3,26,4,1,25,52,0.239,0.295,0.296,0.59,60.0,94,1,1,6,2,2,1996,Right
5,3B,Matt Williams,30,105,455,404,69,122,16,1,22,85,1,2,39,91,0.302,0.367,0.51,0.877,134.0,206,10,6,0,6,9,1996,Right
6,LF,Barry Bonds,31,158,675,517,122,159,27,3,42,129,40,7,151,76,0.308,0.461,0.615,1.076,188.0,318,11,1,0,6,30,1996,Left
7,CF,Marvin Benard,25,135,558,488,89,121,17,4,5,27,25,11,59,84,0.248,0.333,0.33,0.663,80.0,161,8,4,6,1,2,1996,Left
8,RF,Glenallen Hill,31,98,421,379,56,106,26,0,19,67,6,3,33,95,0.28,0.344,0.499,0.843,125.0,189,6,6,0,3,3,1996,Right
9,SS,Shawon Dunston,33,82,307,287,27,86,12,2,5,25,8,0,13,40,0.3,0.331,0.408,0.739,98.0,117,8,1,5,1,0,1996,Right
10,OF,Stan Javier,32,71,306,274,44,74,25,0,2,22,14,2,25,51,0.27,0.336,0.383,0.719,94.0,105,4,2,5,0,0,1996,Both
11,2B,Robby Thompson,34,63,259,227,35,48,11,1,5,21,2,2,24,69,0.211,0.301,0.335,0.636,72.0,76,6,5,3,0,0,1996,Right
12,3B,Bill Mueller,25,55,228,200,31,66,15,1,0,19,0,0,24,26,0.33,0.401,0.415,0.816,121.0,83,1,1,1,2,0,1996,Both
13,1B,Dave McCarty,26,91,197,175,16,38,3,0,6,24,2,1,18,43,0.217,0.294,0.337,0.632,70.0,59,5,2,0,2,0,1996,Right
14,C,Rick Wilkins,29,52,183,157,19,46,10,0,8,36,0,2,21,40,0.293,0.366,0.51,0.876,134.0,80,4,0,0,5,3,1996,Left
15,C,Kirt Manwaring,30,49,167,145,9,34,6,0,1,14,0,1,16,24,0.234,0.319,0.297,0.616,68.0,43,2,3,1,2,1,1996,Right
16,C,Steve Decker,30,57,142,122,16,28,1,0,1,12,0,0,15,26,0.23,0.309,0.262,0.572,57.0,32,3,0,3,2,4,1996,Right
17,3B,Kim Batiste,28,54,136,130,17,27,6,0,3,11,3,3,5,33,0.208,0.235,0.323,0.558,49.0,42,4,0,0,1,1,1996,Right
18,2B,Jay Canizaro,22,43,132,120,11,24,4,1,2,8,0,2,9,38,0.2,0.26,0.3,0.56,51.0,36,5,1,1,1,0,1996,Right
19,1B,Desi Wilson,27,41,130,118,10,32,2,0,2,12,0,2,12,27,0.271,0.338,0.339,0.677,84.0,40,2,0,0,0,2,1996,Left
20,OF,Jacob Cruz,23,33,92,77,10,18,3,0,3,10,0,1,12,24,0.234,0.352,0.39,0.741,100.0,30,2,2,1,0,0,1996,Left
21,CF,Dax Jones,25,34,67,58,7,10,0,2,1,7,2,2,8,12,0.172,0.269,0.293,0.562,52.0,17,0,0,0,1,0,1996,Right
22,1B,Dan Peltier,28,31,67,59,3,15,2,0,0,9,0,0,7,9,0.254,0.328,0.288,0.616,69.0,17,1,0,0,1,1,1996,Left
23,OF,Trent Hubbard,32,10,31,29,3,6,0,1,1,2,0,0,2,5,0.207,0.258,0.379,0.637,70.0,11,2,0,0,0,0,1996,Right
24,OF,Mel Hall,35,25,27,25,3,3,0,0,0,5,0,0,1,4,0.12,0.148,0.12,0.268,-26.0,3,0,0,0,1,0,1996,Left
25,C,Marcus Jensen,23,9,27,19,4,4,1,0,0,4,0,0,8,7,0.211,0.444,0.263,0.708,98.0,5,1,0,0,0,0,1996,Both
26,1B,J.R. Phillips,26,15,26,25,3,5,0,0,2,5,0,0,1,13,0.2,0.231,0.44,0.671,76.0,11,0,0,0,0,0,1996,Left
27,SS,Wilson Delgado,23,6,25,22,3,8,0,0,0,2,1,0,1,5,0.364,0.44,0.364,0.804,121.0,8,0,2,0,0,0,1996,Both
28,C,Doug Mirabelli,25,9,21,18,2,4,1,0,0,1,0,0,3,4,0.222,0.333,0.278,0.611,68.0,5,0,0,0,0,0,1996,Right
29,OF,Keith Williams,24,9,20,20,0,5,0,0,0,0,0,0,0,6,0.25,0.25,0.25,0.5,36.0,5,0,0,0,0,0,1996,Right
30,P,Mark Gardner,34,33,79,68,6,11,1,0,0,4,0,0,2,26,0.162,0.197,0.176,0.374,2.0,12,2,1,8,0,0,1996,Right
31,P,Allen Watson,25,32,72,65,5,15,3,0,0,7,0,0,5,8,0.231,0.286,0.277,0.563,53.0,18,3,0,2,0,0,1996,Left
32,P,William VanLandingham,25,32,70,61,3,8,1,0,0,2,0,0,2,31,0.131,0.156,0.148,0.304,-17.0,9,1,0,6,1,0,1996,Right
33,P,Osvaldo Fernández,29,33,62,57,0,5,0,0,0,1,0,0,0,25,0.088,0.088,0.088,0.175,-52.0,5,0,0,5,0,0,1996,Right
34,P,Mark Leiter,33,23,50,42,2,6,1,0,0,2,0,0,1,20,0.143,0.163,0.167,0.329,-11.0,7,1,0,7,0,0,1996,Right
35,P,Shawn Estes,23,15,26,19,3,3,0,0,0,1,0,0,1,8,0.158,0.2,0.158,0.358,-2.0,3,0,0,6,0,0,1996,Right
36,P,Steve Bourgeois,23,15,14,11,1,3,2,0,0,1,0,0,2,2,0.273,0.385,0.455,0.839,126.0,5,0,0,1,0,0,1996,Right
37,P,José Bautista,31,37,10,9,1,1,0,0,0,0,0,0,0,4,0.111,0.111,0.111,0.222,-40.0,1,0,0,1,0,0,1996,Right
38,P,Mark Dewey,31,78,8,7,0,0,0,0,0,0,0,0,1,3,0.0,0.125,0.0,0.125,-62.0,0,0,0,0,0,0,1996,Right
39,P,Kirk Rueter,25,4,8,7,0,1,0,0,0,1,0,0,1,1,0.143,0.25,0.143,0.393,10.0,1,1,0,0,0,0,1996,Left
40,P,Steve Soderstrom,24,3,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1996,Right
41,P,Rich DeLucia,31,56,5,4,1,1,0,0,0,0,0,0,1,0,0.25,0.4,0.25,0.65,81.0,1,0,0,0,0,0,1996,Right
42,P,Jeff Juden,25,36,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1996,Right
43,P,Rod Beck,27,63,3,3,0,1,0,0,0,1,0,0,0,2,0.333,0.333,0.333,0.667,81.0,1,0,0,0,0,0,1996,Right
44,P,Chris Hook,27,10,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,172.0,1,0,0,0,0,0,1996,Right
45,P,Doug Creek,27,63,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,1,0,0,1996,Left
46,P,Jim Poole,30,35,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1996,Left
47,P,Tim Scott,29,20,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1996,Right
48,P,Dan Carlson,26,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1996,Right
49,P,Shawn Barton,33,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1996,Right
1,C,Rick Wilkins,30,66,210,190,18,37,5,0,6,23,0,0,17,65,0.195,0.257,0.316,0.573,51.0,60,0,0,0,3,0,1997,Left
2,1B,J.T. Snow,29,157,637,531,81,149,36,1,28,104,6,4,96,124,0.281,0.387,0.51,0.898,135.0,271,8,1,2,7,13,1997,Left
3,2B,Jeff Kent,29,155,651,580,90,145,38,2,29,121,11,3,48,133,0.25,0.316,0.472,0.789,105.0,274,14,13,0,10,6,1997,Right
4,SS,José Vizcaíno,29,151,630,568,77,151,19,7,5,50,8,8,48,87,0.266,0.323,0.35,0.673,78.0,199,13,0,13,1,1,1997,Both
5,3B,Bill Mueller,26,128,453,390,51,114,26,3,7,44,4,3,48,71,0.292,0.369,0.428,0.797,110.0,167,10,3,6,6,1,1997,Both
6,LF,Barry Bonds,32,159,690,532,123,155,26,5,40,101,37,8,145,87,0.291,0.446,0.585,1.031,170.0,311,13,8,0,5,34,1997,Left
7,CF,Darryl Hamilton,32,125,529,460,78,124,23,3,5,43,15,10,61,61,0.27,0.354,0.365,0.719,91.0,168,6,0,6,2,1,1997,Left
8,RF,Glenallen Hill,32,128,428,398,47,104,28,4,11,64,7,4,19,87,0.261,0.297,0.435,0.731,91.0,173,8,4,0,7,0,1997,Right
9,OF,Stan Javier,33,142,510,440,69,126,16,4,8,50,25,3,56,70,0.286,0.368,0.395,0.764,102.0,174,5,5,2,7,1,1997,Both
10,IF,Mark Lewis,27,118,372,341,50,91,14,6,10,42,3,2,23,62,0.267,0.318,0.431,0.749,96.0,147,8,4,1,3,2,1997,Right
11,C,Brian Johnson,29,56,201,179,19,50,7,2,11,27,0,1,14,26,0.279,0.333,0.525,0.858,123.0,94,8,2,3,3,7,1997,Right
12,C,Damon Berryhill,33,73,188,167,17,43,8,0,3,23,0,0,20,29,0.257,0.335,0.359,0.694,84.0,60,3,0,0,1,5,1997,Both
13,OF,Marvin Benard,26,84,130,114,13,26,4,0,1,13,3,1,13,29,0.228,0.315,0.289,0.605,62.0,33,2,2,0,1,0,1997,Left
14,SS,Rich Aurilia,25,46,113,102,16,28,8,0,5,19,1,1,8,15,0.275,0.321,0.5,0.821,113.0,51,3,0,1,2,0,1997,Right
15,C,Marcus Jensen,24,30,81,74,5,11,2,0,1,3,0,0,7,23,0.149,0.222,0.216,0.438,17.0,16,2,0,0,0,1,1997,Both
16,CF,Dante Powell,23,27,44,39,8,12,1,0,1,3,1,1,4,11,0.308,0.372,0.41,0.782,107.0,16,0,0,1,0,0,1997,Right
17,OF,Jacob Cruz,24,16,29,25,3,4,1,0,0,3,0,0,3,4,0.16,0.241,0.2,0.441,19.0,5,3,0,0,1,0,1997,Left
18,MI,Wilson Delgado,24,8,8,7,1,1,1,0,0,0,0,0,0,2,0.143,0.143,0.286,0.429,10.0,2,0,0,1,0,0,1997,Both
19,C,Doug Mirabelli,26,6,8,7,0,1,0,0,0,0,0,0,1,3,0.143,0.25,0.143,0.393,8.0,1,0,0,0,0,0,1997,Right
20,P,Shawn Estes,24,35,78,68,8,10,0,0,1,3,0,0,1,24,0.147,0.183,0.191,0.374,-1.0,13,1,2,7,0,0,1997,Right
21,P,Kirk Rueter,26,31,75,65,5,9,0,0,0,5,0,0,3,14,0.138,0.176,0.138,0.315,-15.0,9,1,0,7,0,0,1997,Left
22,P,Mark Gardner,35,31,66,61,0,7,0,0,0,2,0,0,1,30,0.115,0.143,0.115,0.258,-31.0,7,1,1,3,0,0,1997,Right
23,P,William VanLandingham,26,16,29,26,1,3,1,0,0,0,0,0,1,13,0.115,0.148,0.154,0.302,-20.0,4,1,0,2,0,0,1997,Right
24,P,Wilson Álvarez,27,11,26,23,1,3,0,0,0,1,0,0,2,5,0.13,0.2,0.13,0.33,-10.0,3,0,0,1,0,0,1997,Left
25,P,Osvaldo Fernández,30,12,21,17,0,0,0,0,0,0,0,0,1,13,0.0,0.105,0.0,0.105,-69.0,0,0,1,2,0,0,1997,Right
26,P,Joe Roa,25,26,16,15,0,2,0,0,0,0,0,0,1,5,0.133,0.188,0.133,0.321,-13.0,2,0,0,0,0,0,1997,Right
27,P,Danny Darwin,41,9,15,15,0,2,1,0,0,2,0,0,0,8,0.133,0.133,0.2,0.333,-13.0,3,0,0,0,0,0,1997,Right
28,P,Keith Foulke,24,10,15,13,0,2,0,0,0,0,0,0,0,4,0.154,0.154,0.154,0.308,-18.0,2,0,0,2,0,0,1997,Right
29,P,Pat Rapp,29,8,12,12,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1997,Right
30,P,Terry Mulholland,34,14,7,6,1,1,1,0,0,0,0,0,0,3,0.167,0.167,0.333,0.5,28.0,2,0,0,1,0,0,1997,Right
31,P,Doug Creek,28,3,5,3,1,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,77.0,1,0,0,2,0,0,1997,Left
32,P,Doug Henry,33,72,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,1,0,0,0,0,1997,Right
33,P,John Johnstone,28,13,4,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1997,Right
34,P,Rich Rodriguez,34,67,4,3,1,1,0,0,0,0,0,0,1,1,0.333,0.5,0.333,0.833,127.0,1,0,0,0,0,0,1997,Left
35,P,Dan Carlson,27,6,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1997,Right
36,P,Roberto Hernández,32,27,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,166.0,1,0,0,0,0,0,1997,Right
37,P,René Arocha,33,6,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1997,Right
38,P,Julián Tavárez,24,84,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1997,Left
39,P,Jim Poole,31,59,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1997,Left
40,P,Cory Bailey,26,6,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,432.0,1,0,0,0,0,0,1997,Right
41,P,Rod Beck,28,68,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1997,Right
42,P,Rich DeLucia,32,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1997,Right
1,C,Brian Johnson,30,99,346,308,34,73,8,1,13,34,0,2,28,67,0.237,0.31,0.396,0.706,89.0,122,11,5,4,1,4,1998,Right
2,1B,J.T. Snow,30,138,500,435,65,108,29,1,15,79,1,2,58,84,0.248,0.332,0.423,0.755,102.0,184,12,0,0,7,3,1998,Left
3,2B,Jeff Kent,30,137,594,526,94,156,37,3,31,128,9,4,48,110,0.297,0.359,0.555,0.914,142.0,292,16,9,1,10,4,1998,Right
4,SS,Rich Aurilia,26,122,453,413,54,110,27,2,9,49,3,3,31,62,0.266,0.319,0.407,0.726,94.0,168,3,2,5,2,3,1998,Right
5,3B,Bill Mueller,27,145,622,534,93,157,27,0,9,59,3,3,79,83,0.294,0.383,0.395,0.778,110.0,211,12,1,3,5,1,1998,Both
6,LF,Barry Bonds,33,156,697,552,120,167,44,7,37,122,28,12,130,92,0.303,0.438,0.609,1.047,178.0,336,15,8,1,6,29,1998,Left
7,CF,Darryl Hamilton,33,97,436,367,65,108,19,2,1,26,9,8,59,53,0.294,0.393,0.365,0.758,106.0,134,6,2,6,2,0,1998,Left
8,RF,Stan Javier,34,135,490,417,63,121,13,5,4,49,21,5,65,63,0.29,0.385,0.374,0.759,106.0,156,13,1,4,3,4,1998,Both
9,CI,Charlie Hayes,33,111,366,329,39,94,8,0,12,62,2,1,34,61,0.286,0.351,0.419,0.77,107.0,138,4,0,1,2,0,1998,Right
10,MI,Rey Sánchez,30,109,339,316,44,90,14,2,2,30,0,0,16,47,0.285,0.325,0.361,0.686,85.0,114,11,4,1,2,0,1998,Right
11,RF,Marvin Benard,27,121,327,286,41,92,21,1,3,36,11,4,34,39,0.322,0.396,0.434,0.83,124.0,124,3,2,4,1,1,1998,Left
12,C,Brent Mayne,30,94,317,275,26,75,15,0,3,32,2,1,37,47,0.273,0.359,0.36,0.719,95.0,99,8,1,2,2,3,1998,Left
13,CF,Ellis Burks,33,42,177,147,22,45,6,1,5,22,8,1,19,31,0.306,0.387,0.463,0.85,128.0,68,2,3,4,4,1,1998,Right
14,UT,Joe Carter,38,41,115,105,15,31,7,0,7,29,1,0,6,13,0.295,0.322,0.562,0.884,132.0,59,2,0,0,4,0,1998,Right
15,RF,Chris Jones,32,43,100,90,14,17,2,1,2,10,2,1,8,28,0.189,0.25,0.3,0.55,47.0,27,0,0,0,2,0,1998,Right
16,OF,Alex Diaz,29,34,62,62,5,8,2,0,0,5,1,1,0,15,0.129,0.129,0.161,0.29,-22.0,10,0,0,0,0,0,1998,Both
17,UT,Shawon Dunston,35,36,55,51,10,9,2,0,3,8,0,2,0,10,0.176,0.222,0.392,0.614,61.0,20,1,3,1,0,0,1998,Right
18,2B,Ramón Martínez,25,19,24,19,4,6,1,0,0,0,0,0,4,2,0.316,0.435,0.368,0.803,120.0,7,0,0,1,0,0,1998,Right
19,C,Doug Mirabelli,27,10,19,17,2,4,2,0,1,4,0,0,2,6,0.235,0.316,0.529,0.845,123.0,9,0,0,0,0,0,1998,Right
20,SS,Wilson Delgado,25,10,13,12,1,2,1,0,0,1,0,0,1,3,0.167,0.231,0.25,0.481,30.0,3,0,0,0,0,0,1998,Both
21,OF,Armando Ríos,26,12,10,7,3,4,0,0,2,3,0,0,3,2,0.571,0.7,1.429,2.129,455.0,10,0,0,0,0,0,1998,Left
22,CF,Dante Powell,24,8,7,4,2,2,0,0,1,1,0,0,3,0,0.5,0.714,1.25,1.964,416.0,5,0,0,0,0,0,1998,Right
23,1B,Jeff Ball,29,2,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,35.0,1,0,0,0,0,0,1998,Right
24,,Jacob Cruz,25,3,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1998,Left
25,P,Mark Gardner,36,32,83,73,4,12,1,0,0,4,0,0,5,26,0.164,0.228,0.178,0.406,11.0,13,3,1,4,0,0,1998,Right
26,P,Orel Hershiser,39,34,78,66,7,10,2,0,0,1,1,0,3,16,0.152,0.2,0.182,0.382,4.0,12,0,1,8,0,0,1998,Right
27,P,Kirk Rueter,27,32,76,67,7,14,1,0,0,3,0,1,0,12,0.209,0.209,0.224,0.433,17.0,15,1,0,9,0,0,1998,Left
28,P,Danny Darwin,42,32,51,45,2,4,1,0,0,1,0,0,1,30,0.089,0.128,0.111,0.239,-35.0,5,0,1,4,0,0,1998,Right
29,P,Shawn Estes,25,26,51,42,4,8,1,0,0,0,0,0,1,17,0.19,0.209,0.214,0.424,15.0,9,0,0,8,0,0,1998,Right
30,P,Russ Ortiz,24,22,32,25,3,7,0,0,1,2,0,0,2,9,0.28,0.333,0.4,0.733,97.0,10,0,0,5,0,0,1998,Right
31,P,Julián Tavárez,25,58,10,9,0,1,0,0,0,0,0,0,0,4,0.111,0.111,0.111,0.222,-40.0,1,0,0,1,0,0,1998,Left
32,P,Rich Rodriguez,35,64,7,6,0,1,0,0,0,0,0,0,0,4,0.167,0.167,0.167,0.333,-10.0,1,0,0,1,0,0,1998,Left
33,P,Jim Poole,32,25,6,4,1,1,1,0,0,0,0,0,0,0,0.25,0.25,0.5,0.75,96.0,2,0,0,2,0,0,1998,Left
34,P,Chris Brock,28,13,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,35.0,1,0,0,0,0,0,1998,Right
35,P,John Johnstone,29,68,3,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100.0,0,0,0,1,0,0,1998,Right
36,P,Robb Nen,28,75,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100.0,0,0,0,0,0,0,1998,Right
37,P,Steve Reed,33,48,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,81.0,1,0,0,0,0,0,1998,Right
38,P,José Mesa,32,32,1,0,1,0,0,0,0,0,0,0,1,0,,1.0,,,,0,0,0,0,0,0,1998,Right
39,P,Alvin Morman,29,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1998,Left
40,P,Dean Hartgraves,31,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1998,Right
41,P,Cory Bailey,27,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1998,Right
1,C,Brent Mayne,31,117,374,322,39,97,32,0,2,39,2,2,43,65,0.301,0.389,0.419,0.808,111.0,135,16,5,1,3,5,1999,Left
2,1B,J.T. Snow,31,161,668,570,93,156,25,2,24,98,0,4,86,121,0.274,0.37,0.451,0.821,112.0,257,16,5,1,6,7,1999,Left
3,2B,Jeff Kent,31,138,585,511,86,148,40,2,23,101,13,6,61,112,0.29,0.366,0.511,0.877,125.0,261,12,5,0,8,3,1999,Right
